,Name,email,new
365,BIOAZURE TECHNOLOGIES PVT LTD,support@bioazure.com,TRUE
366,BIOAZURE TECHNOLOGIES PVT LTD,adrian.almeida@bioazure.com,TRUE
367,BIOGENEX LIFE SCIENCES PVT LTD,vivek.z@biogenex.com,TRUE
368,BIOGENEX LIFE SCIENCES PVT LTD,priyanka.m@biogenex.com,TRUE
369,BIOGENEX LIFE SCIENCES PVT LTD,ramesh.n@biogenex.com,TRUE
370,BIOGENEX LIFE SCIENCES PVT LTD,indiacs@biogenex.com,TRUE
371,BIOGENUIX MEDSYSTEMS PVT LTD,billing@biogenuix.com,TRUE
372,BIOGENUIX MEDSYSTEMS PVT LTD,logistics@biogenuix.com,TRUE
373,BIOGENUIX MEDSYSTEMS PVT LTD,erp@biogenuix.com,TRUE
374,BioIVT LLC,customerservice@bioivt.com,TRUE
375,BioIVT LLC,ddoucette@bioivt.com,TRUE
376,BioIVT LLC,accounting@bioivt.com,TRUE
377,BioIVT LLC,TMoeller2@BioIVT.com,TRUE
378,BioIVT LLC,PCaputo@BioIVT.com,TRUE
379,BioIVT LLC,ARyan@BioIVT.com,TRUE
380,BioIVT LLC,LHasson@BioIVT.com,TRUE
381,BioIVT LLC,ESpurrier@bioivt.com,TRUE
382,BioIVT LLC,ddryden@bioivt.com,TRUE
383,BIOLABS AND LIFE SCIENCES,cs.blr@biolabsllp.com,TRUE
384,BIOLABS AND LIFE SCIENCES,srsmurthy@biolabsllp.com,TRUE
385,BIOLABS AND LIFE SCIENCES,wh.blr@biolabslimited.com,TRUE
386,BIOLEGEND INC,customerservicerep@biogene-india.com,FALSE
387,BIOLEGEND INC,sanjaymakhija@biogene-india.com,FALSE
388,BIOLEGEND INC,salescoordinator@biogene-india.com,FALSE
389,BIOLINKK,customerservice@biolinkk.com,TRUE
390,BIOLINKK,bd@biolinkk.com,TRUE
391,BIOLINX LABSYSTEMS PVT LTD,INFO@BIOLINX.NET,TRUE
392,BIOLINX LABSYSTEMS PVT LTD,jayant.borkar@biolinx.net,TRUE
393,BION ANALYTX PRIVATE LIMITED,ceo@bion.co.in,TRUE
394,BION ANALYTX PRIVATE LIMITED,rajeev.nair@bion.co.in,TRUE
395,BION ANALYTX PRIVATE LIMITED,PPE@BION.CO.IN,TRUE
396,BION ANALYTX PRIVATE LIMITED,SHIVAKUMAR.S@BION.CO.IN,TRUE
397,BIONOVA SUPPLIES,blr@bionovasupplies.in,TRUE
398,BIONOVA SUPPLIES,sandeep@bionovasupplies.in,TRUE
399,BIONOVA SUPPLIES,lopa@bionovasupplies.in,TRUE
400,BIOORGANICS & APPLIED,accounts@bioorganics.biz,TRUE
401,BIOORGANICS & APPLIED,sales@bioorganics.biz,TRUE
402,BIOORGANICS & APPLIED,Vijay.hulikal@bioorganics.biz,TRUE
403,BIOORGANICS & APPLIED,ashwini@bioorganics.biz,TRUE
404,BIO-RAD LABORATORIES (INDIA),sales.india@bio-rad.com,TRUE
405,BIO-RAD LABORATORIES (INDIA),nagarajan.mariappan@bio-rad.com,TRUE
406,BIO-RAD LABORATORIES (INDIA),deep_talreja@bio-rad.com,TRUE
407,BIO-RAD LABORATORIES (INDIA),msri_nandhini@bio-rad.com,TRUE
408,BIO-RAD LABORATORIES (INDIA),amrit_ranjan@bio-rad.com,TRUE
409,BIO-RAD LABORATORIES (INDIA),Karthik_Banuchander@bio-rad.com,TRUE
410,BIO-RAD PACIFIC LTD,amrit_ranjan@bio-rad.com,TRUE
411,BIO-RAD PACIFIC LTD,msri_nandhini@bio-rad.com,TRUE
412,BIO-RAD PACIFIC LTD,Karthik_Banuchander@bio-rad.com,TRUE
413,BIO-RAD PACIFIC LTD,sales.india@bio-rad.com,TRUE
414,BIOSCREEN TECHSERVICES,sales@bioscreen.in,TRUE
415,BIOSCREEN TECHSERVICES,gangadhar@bioscreen.in,TRUE
416,BIOSCREEN TECHSERVICES,bangalore@bioscreen.in,TRUE
417,BIOSCREEN TECHSERVICES,service@bioscreen.in,TRUE
418,BIOSCREEN TECHSERVICES,chennai@bioscreenins.com,TRUE
419,Biotage India Pvt Ltd,india@biotage.com,TRUE
420,Biotage India Pvt Ltd,Ravindra.gowda@biotage.com,TRUE
421,BIOTAGE SWEDEN AB,accountingswe@biotage.com,TRUE
422,BIOTAGE SWEDEN AB,order@biotage.com,TRUE
423,BIOTAGE SWEDEN AB,India@biotage.com,TRUE
424,BIOTECH DESK PVT LTD,jhansi@biotechdesk.com,TRUE
425,BIOTECH DESK PVT LTD,support@biotechdesk.com,TRUE
426,BIOTECH DESK PVT LTD,pramila@biotechdesk.com,TRUE
427,BIOTECH DESK PVT LTD,admin@biotechdesk.com,TRUE
428,BIOTECH DESK PVT LTD,shradha@biotechdesk.com,TRUE
429,BIOZED ENGINEERING PVT LTD,sales@biozed.com,TRUE
430,BIOZED ENGINEERING PVT LTD,sudhir@biozed.com,TRUE
431,BISINEER SALES & MARKETING,services@bisineer.com,TRUE
432,BISINEER SALES & MARKETING,lakshmi@bisineer.com,TRUE
433,BISINEER SALES & MARKETING,sales@bisineer.com,TRUE
434,BISLERI INTERNATIONAL PVT LTD,shivakumar.kudalli@bisleri.co.in,TRUE
435,BISLERI INTERNATIONAL PVT LTD,nandeesh@bisleri.co.in,TRUE
436,BISLERI INTERNATIONAL PVT LTD,warehouse.krpuram@bisleri.co.in,TRUE
437,BISLERI INTERNATIONAL PVT LTD,raghavendra.sanjeeva@bisleri.co.in,TRUE
438,BISLERI INTERNATIONAL PVT LTD,pradeep.c@bisleri.co.in,TRUE
439,Blow Packaging (India) Pvt Ltd,sales271@blowpack.in,TRUE
440,Blow Packaging (India) Pvt Ltd,v.manoharan@blowpack.in,TRUE
441,Blow Packaging (India) Pvt Ltd,logistics.bpil271@gmail.com,FALSE
442,Blow Packaging (India) Pvt Ltd,bpil271@gmail.com,FALSE
443,BLUE CRYSTAL 3D ENGRAVE PVT LTD,INFO@BLUECRYSTALS.IN,TRUE
444,BLUE CRYSTAL 3D ENGRAVE PVT LTD,preethi.aradhya@bluecrystals.in,TRUE
445,BLUE CRYSTAL 3D ENGRAVE PVT LTD,accounts@bluecrystals.in,TRUE
446,BLUE STAR LIMITED,chaithrav@bluestarindia.com,TRUE
447,BLUE STAR LIMITED,arunjoy@bluestarindia.com,TRUE
448,BLUE STAR LIMITED,angshuraj@bluestarindia.com,TRUE
449,BLUE STAR LIMITED,anoopasokan@bluestarindia.com,TRUE
450,BLUE STAR LIMITED,sebipappachan@bluestarindia.com,TRUE
451,"BRAINTREE SCIENTIFIC, INC",Rbenvie@braintreesci.com,TRUE
452,"BRAINTREE SCIENTIFIC, INC",sales@biosms.in,FALSE
453,BRAND SCIENTIFIC EQUIPMENT PVT LTD,customersupport@brand.co.in,TRUE
454,BRAND SCIENTIFIC EQUIPMENT PVT LTD,Rajasekhar.Nadella@brand.co.in,TRUE
455,BRITE PROOFINGS PVT LTD,rk.mondal10@gmail.com,FALSE
456,BRITE PROOFINGS PVT LTD,briteblr@brppl.co.in,TRUE
457,BRUKER INDIA SCIENTIFIC PRIVATE LTD,Manmohan.Vyas@bruker.com,TRUE
458,BRUKER INDIA SCIENTIFIC PRIVATE LTD,Sameera.Bhat@bruker.com,TRUE
459,BRUKER INDIA SCIENTIFIC PRIVATE LTD,Neeta.Nambiar-extern@bruker.com,TRUE
460,BRUKER INDIA SCIENTIFIC PRIVATE LTD,Krishna.Mahesh@bruker.com,TRUE
461,BRUKER INDIA SCIENTIFIC PRIVATE LTD,murugesan.baskar@bruker.com,TRUE
462,BRUKER INDIA SCIENTIFIC PRIVATE LTD,oa.brukerchennai@gmail.com,TRUE
463,BRUKER INDIA SCIENTIFIC PRIVATE LTD,Tushar.Dange@bruker.com,TRUE
464,BRUKER INDIA SCIENTIFIC PRIVATE LTD,sales@bdal.in,FALSE
465,BRUKER INDIA SCIENTIFIC PVT.LTD,XA_R.Ramamoorthy@bruker.com,TRUE
466,BRUKER INDIA SCIENTIFIC PVT.LTD,R.Ramamoorthy@bruker.com,TRUE
467,BRUKER SINGAPORE PTE LTD,angelia.lim@bruker.com,TRUE
468,BRUKER SINGAPORE PTE LTD,R.Ramamoorthy@bruker.com,TRUE
469,BRUKER SINGAPORE PTE LTD,Vincent.Raja@bruker.com,TRUE
470,BS AND B SAFETY SYSTEMS (INDIA),SP6@SANMARGROUP.COM,FALSE
471,BS AND B SAFETY SYSTEMS (INDIA),CC3@sanmargroup.com,FALSE
472,BS AND B SAFETY SYSTEMS (INDIA),sr7@sanmargroup.com,FALSE
473,BSM SCIENCE AND TECHNOLOGY,srinivas@bsmscitech.com,TRUE
474,BSM SCIENCE AND TECHNOLOGY,bhavani@bsmscitech.com,TRUE
475,BUCHI AG,vikas.b@buchiglas.in,TRUE
476,BUCHI AG,ashwin.c@buchiglas.in,TRUE
477,BUCHI AG,raghavendra.ns@buchiglas.in,TRUE
478,BUCHI INDIA PRIVATE LIMITED,NETHRAVATHI.G@BUCHI.COM,TRUE
479,BUCHI INDIA PRIVATE LIMITED,Sendilkumar.S@buchi.com,TRUE
480,BUCHI LABORTECHNIK AG,grimm.i@buchi.com,TRUE
481,BUCHI LABORTECHNIK AG,Leu.D@buchi.com,TRUE
482,BUCHI LABORTECHNIK AG,Igrimm.i@buchi.com,TRUE
483,BUCHI LABORTECHNIK AG,india@buchi.com,TRUE
484,BUCHI LABORTECHNIK AG,priya.g@buchi.com,TRUE
485,BUCHI LABORTECHNIK AG,Vinudev.A@buchi.com,TRUE
486,BUCHI LABORTECHNIK AG,Sendilkumar.S@buchi.com,TRUE
487,BUCHI LABORTECHNIK AG,Kuttappa.B@buchi.com,TRUE
488,BUCHI LABORTECHNIK AG,nethravathi.g@buchi.com,TRUE
489,BURKERT INDIA PRIVATE LIMITED,hr.prasanna@burkert.com,TRUE
490,BURKERT INDIA PRIVATE LIMITED,sales.in@burkert.com,TRUE
491,BURKERT INDIA PRIVATE LIMITED,g.radhakrishnan@burkert.com,TRUE
492,BUSCH VACUUM INDIA P LTD,sales@buschindia.com,TRUE
493,BUSCH VACUUM INDIA P LTD,Mohan.P@buschindia.com,TRUE
494,BUZZNATION LLC,NES@BUZZNATIONMARKETING.COM,TRUE
495,BUZZNATION LLC,alpesh.sharma@buzznationmarketing.com,TRUE
496,BVG INDIA LIMITED,SWAPNESH.P@BVGINDIA.COM,TRUE
497,BVG INDIA LIMITED,safdar.khan@bvgindia.com,TRUE
498,BVG INDIA LIMITED,collections.south1@bvgindia.com,TRUE
499,C KRISHNIAH CHETTY &,corporatesales@ckcsons.com,TRUE
500,C KRISHNIAH CHETTY &,Sivakumark@ckcsons.com,TRUE
501,"C Technologies, Inc.",mvernieri@ctechnologiesinc.com,TRUE
502,"C Technologies, Inc.",analytics-sales@repligen.com,TRUE
503,CANFAB ENGINEERS,techpowerplus@gmail.com,FALSE
504,CANFAB ENGINEERS,canfabengineers@gmail.com,TRUE
505,CARAVAN OIL SUPPLIERS,enquiries@caravanmarketing.com,TRUE
506,CARAVAN OIL SUPPLIERS,guru@caravanmarketing.com,TRUE
507,CARAVAN OIL SUPPLIERS,sales@caravanmarketing.com,TRUE
508,CARAVAN OIL SUPPLIERS,caravan@sify.com,TRUE
509,CARE DIAGNOSTICS,CARE2LAB@GMAIL.COM,TRUE
510,CARE DIAGNOSTICS,punithbreddy@gmail.com,FALSE
511,CARE DIAGNOSTICS,bhimjiyani.hardik@gmail.com,FALSE
512,CARL ZEISS INDIA (BANGALORE) P LTD,lohith.maddaiah@zeiss.com,TRUE
513,CARL ZEISS INDIA (BANGALORE) P LTD,jayakumar.karunakaran@zeiss.com,TRUE
514,CARL ZEISS INDIA (BANGALORE) P LTD,prabhakar.singh@zeiss.com,TRUE
515,CARRIER TRANSICOLD,Preeti.Gnani@carrier.com,TRUE
516,CARRIER TRANSICOLD,salesindia@sensitech.com,FALSE
517,CARRIER TRANSICOLD,jprabhakar@sensitech.com,FALSE
518,CARRIER TRANSICOLD,akelath@sensitech.com,FALSE
519,CARRIER TRANSICOLD,vvenkatram@sensitech.com,FALSE
520,CARRIER TRANSICOLD,hksuborderentry@carrier.com,TRUE
521,CARRIER TRANSICOLD,zhiyouedwin.gan@carrier.com,TRUE
522,CASTEL MAC SRL,icematic@castelmac.it,TRUE
523,CASTEL MAC SRL,info@castelmac.eu,TRUE
524,CBRE SOUTH ASIA PVT LTD,Ramaprasad.p@cbre.com,TRUE
525,CBRE SOUTH ASIA PVT LTD,Pradhyum.Puttanna@cbre.com,TRUE
526,CEASEFIRE INDUSTRIES PRIVATE,bhimashankar.blr@ceasefire.in,TRUE
527,CEASEFIRE INDUSTRIES PRIVATE,promodk.blr@ceasefire.in,TRUE
528,CELL SIGNALING TECHNOLOGY,info@cellsignal.com,TRUE
529,CELL SIGNALING TECHNOLOGY,ishu.gupta@imperialls.com,FALSE
530,CELL SIGNALING TECHNOLOGY,amit.thakur@imperialls.com,FALSE
531,CELL SIGNALING TECHNOLOGY,jyoti@imperialls.com,FALSE
532,CELLTRICKS BIOTECH PRIVATE,info@celltricks.in,TRUE
533,CELLTRICKS BIOTECH PRIVATE,raji.baddigam@celltricks.in,TRUE
534,CEM CORPORATION,MARY.BAUCOM@CEM.COM,TRUE
535,CEM CORPORATION,servicecoordinatorchennai@labindia.com,FALSE
536,CEM CORPORATION,sudhirr@labindia.com,FALSE
537,CENTRE FOR CELLULAR AND,sheetalsk@ccamp.res.in,FALSE
538,CENTRE FOR CELLULAR AND,jimfelix@ccamp.res.in,FALSE
539,CHAITANYA CAPACITORS PVT LTD,chaitanyacapacitors@gmail.com,TRUE
540,CHAITANYA CAPACITORS PVT LTD,powersaver1@datamail.in,FALSE
541,CHAITANYA CAPACITORS PVT LTD,powersaver1@bharatmail.co.in,FALSE
542,CHANGZHOU HARVECHEM LTD,xu.liyan@harvechem.com,TRUE
543,CHANGZHOU HARVECHEM LTD,finance@harvechem.com,TRUE
544,CHANGZHOU HARVECHEM LTD,wj@harvechem.com,TRUE
545,CHARITON RESEARCH INSTITUTE,manoharan.cri@gmail.com,FALSE
546,CHARITON RESEARCH INSTITUTE,kumar@charitonindia.com,TRUE
547,CHARLES RIVER LABORATORIES,Nicodemus.Nithyanandan@crl.com,FALSE
548,CHARLES RIVER LABORATORIES,BLR-Office@crl.com,FALSE
549,CHARLES RIVER LABORATORIES,Hyd-office@crl.com,FALSE
550,CHARLES RIVER LABORATORIES,sivaprasad.malle@crl.com,FALSE
551,CHARLES RIVER LABORATORIES,csenge.barabas@crl.com,FALSE
552,CHARLES RIVER LABORATORIES,HU-AccountsReceivable@crl.com,FALSE
553,CHARLES RIVER LABORATORIES INDIA,raama.lakshmi@crl.com,FALSE
554,CHARLES RIVER LABORATORIES INDIA,Amiya.Sahu@crl.com,FALSE
555,CHARLES RIVER UK LIMITED,Heather.Fay@crl.com,FALSE
556,CHARLES RIVER UK LIMITED,Alisa.Breen@crl.com,FALSE
557,CHARLES RIVER UK LIMITED,crukcsd@crl.com,TRUE
558,CHARLES RIVER UK LIMITED,Heidi.Francis@crl.com,FALSE
559,CHARLES RIVER UK LIMITED,balaji@hylascobio.com,FALSE
560,CHARLES RIVER UK LIMITED,WCBLROPS@WORLDCOURIER.CO.IN,FALSE
561,CHEM IMPEX INTERNATIONAL INC,order@chemimpex.com,TRUE
562,CHEM IMPEX INTERNATIONAL INC,account@chemimpex.com,TRUE
563,CHEM IMPEX INTERNATIONAL INC,sales@chemimpex.com,TRUE
564,CHEM IMPEX INTERNATIONAL INC,Support@chemimpex.com,TRUE
565,CHEMDIV INC,nweorriour@chemdiv.com,TRUE
566,CHEMDIV INC,tea@chemdiv.com,TRUE
567,CHEMDIV INC,chemdiv@chemdiv.com,TRUE
568,CHEMERIC BIOTECH LLP,chemericbiotech.sanjeev@gmail.com,TRUE
569,CHEMERIC BIOTECH LLP,Chemericbiotech.ac@gmail.com,TRUE
570,CHEMERIC BIOTECH LLP,Chemericbiotech.cs@gmail.com,TRUE
571,CHEMERIC BIOTECH LLP,Chemericbiotech.ms@gmail.com,TRUE
572,CHEMLABS,mayuraanalytical@yahoo.com,FALSE
573,CHEMLABS,chem.labs@yahoo.com,FALSE
574,CHEMPLAST SANMAR LIMITED,rvr1@sanmargroup.com,TRUE
575,CHEMPLAST SANMAR LIMITED,chloro@sanmargroup.com,TRUE
576,CHEMPLAST SANMAR LIMITED,MLB2@sanmargroup.com,TRUE
577,CHEMPLAST SANMAR LIMITED,RA29@sanmargroup.com,TRUE
578,CHEMPLAST SANMAR LIMITED,RL506@sanmargroup.com,TRUE
579,CHEMPLAST SANMAR LIMITED,SA71@sanmargroup.com,TRUE
580,CHEMPLAST SANMAR LIMITED,RP31@sanmargroup.com,TRUE
581,CHEMPURE PVT LTD,in@chempure.in,TRUE
582,CHEMPURE PVT LTD,manjula@chempure.in,TRUE
583,CHEMTRADE OVERSEAS PVT. LTD,ashish@chemtrade.in,TRUE
584,CHEMTRADE OVERSEAS PVT. LTD,sales@chemtrade.in,TRUE
585,CHEMTRADE OVERSEAS PVT. LTD,babita@chemtrade.in,TRUE
586,CHEMTREAT INDIA LTD,info@chemtreatindia.com,TRUE
587,CHEMTREAT INDIA LTD,mukulgupta@chemtreatindia.com,TRUE
588,CHENNAI BEVERAGES,info@chennaibeverages.com,TRUE
589,CHENNAI BEVERAGES,vishwanathan.cn@gmail.com,FALSE
590,CHINDALIA DISTRIBUTORS,info@chindalia.com,TRUE
591,CHINDALIA DISTRIBUTORS,sales@chindalia.com,TRUE
592,CHINDALIA DISTRIBUTORS,chindalias@yahoo.com,TRUE
593,CHOLAMANDALAM MS RISK,abhishek.s@cholams.murugappa.com,TRUE
594,CHOLAMANDALAM MS RISK,senthilrajam@cholams.murugappa.com,TRUE
595,CHORUS CALL CONFERENCING,billingindia@choruscall.com,TRUE
596,CHORUS CALL CONFERENCING,pgurav@choruscall.com,TRUE
597,CHROMACHEMIE LABORATORY PRIVATE,acr@chromachemie.co.in,TRUE
598,CHROMACHEMIE LABORATORY PRIVATE,cilsales@chromachemie.co.in,TRUE
599,CHROMACHEMIE LABORATORY PRIVATE,rsq2@chromachemie.co.in,TRUE
600,CHROMACHEMIE LABORATORY PRIVATE,rscustsvc@chromachemie.co.in,TRUE
601,CHROMACHEMIE LABORATORY PRIVATE,umesh@chromachemie.co.in,TRUE
602,CHROMACHEMIE LABORATORY PRIVATE,rsmarketing1@chromachemie.co.in,TRUE
603,CHROMACHEMIE LABORATORY PRIVATE,atcctech@chromachemie.co.in,TRUE
604,CHROMACHEMIE LABORATORY PRIVATE,rsmarketing2@chromachemie.co.in,TRUE
605,CHROMACHEMIE LABORATORY PRIVATE,brl@chromachemie.co.in,TRUE
606,CHROMATOGRAPHY WORLD,shashi@lcgcindia.com,FALSE
607,CHROMATOGRAPHY WORLD,usha@lcgcindia.com,FALSE
608,CHROMATOPAK ANALYTICAL,admin-hyd@chromatopak.com,TRUE
609,CHROMATOPAK ANALYTICAL,accounts@chromatopak.com,TRUE
610,CHROMATOPAK ANALYTICAL,orderentry@chromatopak.com,TRUE
611,CHROMATOPAK ANALYTICAL,sales@chromatopak.com,TRUE
612,CILICANT CHEM PVT LTD,shwetadave@cilicant.com,TRUE
613,CILICANT CHEM PVT LTD,sumeet@cilicant.com,TRUE
614,CITRUS PACKAGING SOLUTIONS,accounts@citruspack.com,TRUE
615,CITRUS PACKAGING SOLUTIONS,raji@citruspack.com,TRUE
616,CITRUS PACKAGING SOLUTIONS,chenga@citruspack.com,TRUE
617,CIVENTI CHEM (INDIA) PRIVATE,saikrishna@civentichem.com,TRUE
618,CIVENTI CHEM (INDIA) PRIVATE,accounts@civentichem.com,TRUE
619,CIVENTI CHEM (INDIA) PRIVATE,purchases@civentichem.com,TRUE
620,CLASSIC COILS (P) LTD,info@classiccoils.co,TRUE
621,CLASSIC COILS (P) LTD,classiccoilspvtltd@yahoo.com,TRUE
622,CLASSIK COOLING TOWERS,classikaccounts@gmail.com,TRUE
623,CLASSIK COOLING TOWERS,sales@classikcoolingtowers.com,TRUE
624,CLASSIK COOLING TOWERS,24x7@classikcoolingtowers.com,TRUE
625,CLEARH20 INC,broberts@clearh2o.com,FALSE
626,CLEARH20 INC,accounting@clearh2o.com,FALSE
627,CLEARH20 INC,orders@clearh2o.com,FALSE
628,CLEARSYNTH LABS LTD,kalyan.b@clearsynth.com,TRUE
629,CLEARSYNTH LABS LTD,sheela.y@clearsynth.com,TRUE
630,CLEARSYNTH LABS LTD,subhankar.m@clearsynth.com,TRUE
631,CLEARSYNTH LABS LTD,pooja.m@clearsynth.com,TRUE
632,CLEARSYNTH LABS LTD,jagadish.a@clearsynth.com,TRUE
633,CLINICARE (INDIA) PVT LTD,rpandya@clinicareindia.com,TRUE
634,CLINICARE (INDIA) PVT LTD,gsavjiyani@clinicareindia.com,TRUE
635,CN TECH ENGINEERS PRIVATE LIMITED,support@cnwater.in,TRUE
636,CN TECH ENGINEERS PRIVATE LIMITED,imtiaz.khan@cnwater.in,TRUE
637,CN TECH ENGINEERS PRIVATE LIMITED,arun.bileyali@cnwater.in,TRUE
638,"CODEXIS, INC",sales@codexis.com,FALSE
639,"CODEXIS, INC",Mandy.Vink@codexis.com,FALSE
640,Coin Laundry Equipment and,coinlaundryindia@gmail.com,TRUE
641,Coin Laundry Equipment and,sugunas.20@gmail.com,FALSE
642,COLE-PARMER INDIA PVT.LTD,Netra.Jadhav@antylia.com,FALSE
643,COLE-PARMER INDIA PVT.LTD,shirsendu.sarkar@antylia.com,FALSE
644,COLE-PARMER INDIA PVT.LTD,Srikantamurthy.kr@antylia.com,FALSE
645,COLE-PARMER INDIA PVT.LTD,gopal.solanki@antylia.com,FALSE
646,COLE-PARMER INDIA PVT.LTD,Amit.More@antylia.com,FALSE
647,COLE-PARMER INDIA PVT.LTD,mohan.thippeswamy@antylia.com,FALSE
648,COLE-PARMER INDIA PVT.LTD,suresh.kumarg@antylia.com,FALSE
649,COLE-PARMER INDIA PVT.LTD,info@coleparmer.in,FALSE
650,COLLABORATIVE DRUG,info@collaborativedrug.com,TRUE
651,COLLABORATIVE DRUG,mariana@collaborativedrug.com,TRUE
652,COLONIAL METALS INC,ppezdirtz@colonialmetals.com,TRUE
653,COLONIAL METALS INC,rmistry@colonialmetals.com,TRUE
654,COLORCON ASIA PRIVATE LIMITED,PPereira@colorcon.com,TRUE
655,COLORCON ASIA PRIVATE LIMITED,SShukla@colorcon.com,TRUE
656,COLORCON ASIA PRIVATE LIMITED,amunj@colorcon.com,TRUE
657,COLORCON ASIA PRIVATE LIMITED,ShPandit@colorcon.com,TRUE
658,COLORCON ASIA PRIVATE LIMITED,bshashikiran@colorcon.com,TRUE
659,"COMBI-BLOCKS, INC",ar@combi-blocks.com,FALSE
660,"COMBI-BLOCKS, INC",sales@combi-blocks.com,FALSE
661,"COMBI-BLOCKS, INC",order@combi-blocks.com,FALSE
662,COMBIOTECH,sales@combiotech.in,TRUE
663,COMBIOTECH,info@combiotech.in,TRUE
664,COMBIPHOS CATALYSTS INC,info@combiphos.com,TRUE
665,COMBIPHOS CATALYSTS INC,sales@combiphos.com,TRUE
666,CONTAINER SEALS AND INDUSTRIES,INFO@CONTICARE.IN,FALSE
667,CONTAINER SEALS AND INDUSTRIES,sami@conticare.in,FALSE
668,CONTAINER SEALS AND INDUSTRIES,trans.seals@gmail.com,TRUE
669,CONVERGENT WIRELESS COMMUNICATIONS,pradeep@convergentwireless.com,TRUE
670,CONVERGENT WIRELESS COMMUNICATIONS,sheela.n@convergentwireless.com,TRUE
671,COSMOS CLEAN SYSTEM,info@cosmosclean.com,TRUE
672,COSMOS CLEAN SYSTEM,cosmosclean@gmail.com,TRUE
673,COSYST DEVICES,cosystdevices@gmail.com,TRUE
674,COSYST DEVICES,support@cosystdevices.com,TRUE
675,COSYST DEVICES,cosystdevices@dataone.in,TRUE
676,CRAMBRIDGE,anjali@crambridge.com,TRUE
677,CRAMBRIDGE,swapnil@crambridge.com,TRUE
678,CREATIVE BIOLABS INC,info@creative-biolabs.com,TRUE
679,CREATIVE BIOLABS INC,Lucien.Evans@creative-biolabs.com,TRUE
680,CREATIVE BIOLABS INC,Helen.Queen@creative-biolabs.com,TRUE
681,CREATIVE BIOLABS INC,supply@creative-biolabs.com,TRUE
682,CREATIVE BIOMART INC,sales@creative-biomart.com,TRUE
683,CREATIVE BIOMART INC,xiaoxia.sun@creative-biomart.com,TRUE
684,CREATIVE BIOMART INC,jyoung@creative-biomart.com,TRUE
685,CRESCENT SCIENTIFIC PVT LTD,palani@cspl.in,FALSE
686,CRESCENT SCIENTIFIC PVT LTD,bang@cspl.in,FALSE
687,CRISIL LTD,mshinde@crisil.com,TRUE
688,CRISIL LTD,madhu.s@ext-crisil.com,TRUE
689,CRITICALOG INDIA PVT LTD,prem.kumard@criticalog.com,TRUE
690,CRITICALOG INDIA PVT LTD,fayaz.ma@criticalog.com,TRUE
691,CRL INTERIOR AND FIT OUT,faiz.peer@crlinterior.com,TRUE
692,CRL INTERIOR AND FIT OUT,accounts@crlinterior.com,TRUE
693,CRODA INDIA COMPANY PVT LTD,Amol.Talware@croda.com,TRUE
694,CRODA INDIA COMPANY PVT LTD,ASHWET.KHEDKAR@CRODA.COM,TRUE
695,CRODA INDIA COMPANY PVT LTD,JYOTI.MENON@CRODA.COM,TRUE
696,CRYSTAL HUES LIMITED,subhasree.paitandy@crystalhues.com,TRUE
697,CRYSTAL HUES LIMITED,junaid.khan@crystalhues.com,TRUE
698,CRYSTAL HUES LIMITED,ar@crystalhues.com,TRUE
699,D.K. ENTERPRISES,moblr@kawarlal.com,FALSE
700,D.K. ENTERPRISES,dinesh@kawarlal.com,FALSE
701,DAICEL CHIRAL TECHNOLOGIES (INDIA),accounts@chiral.daicel.com,TRUE
702,DAICEL CHIRAL TECHNOLOGIES (INDIA),indrajeet@chiral.daicel.com,TRUE
703,DAICEL CHIRAL TECHNOLOGIES (INDIA),subramanyam@chiral.daicel.com,TRUE
704,DAICEL CHIRAL TECHNOLOGIES (INDIA),ANIRBANCHANDRA@chiral.daicel.com,TRUE
705,DAIKIN AIRCONDITIONING INDIA,ravi.n@daikinindia.com,TRUE
706,DAIKIN AIRCONDITIONING INDIA,nikhil.ravi@daikinindia.com,TRUE
707,DAIKIN AIRCONDITIONING INDIA,srinivasa.reddy@daikinindia.com,TRUE
708,DELL INTERNATIONAL SERVICES,Esha.Mohapatra@dell.com,TRUE
709,DELL INTERNATIONAL SERVICES,Amarnath.S@dell.com,TRUE
710,DELL INTERNATIONAL SERVICES,Sudindra.Kasi@dell.com,TRUE
711,DELTECH INSTRUMENTS PVT. LTD.,sales@deltech.in,TRUE
712,DELTECH INSTRUMENTS PVT. LTD.,operations@deltech.in,TRUE
713,DELTECH INSTRUMENTS PVT. LTD.,info2@deltech.in,TRUE
714,DHANUSH ENGINEERS,dhanushe@yahoo.com,TRUE
715,DHANUSH ENGINEERS,dhanushengineers2@gmail.com,TRUE
716,DHR HOLDING INDIA PVT LTD,jayanthi.krishnamoorthy@leicabiosystems.com,FALSE
717,DHR HOLDING INDIA PVT LTD,Girish.S@leicabiosystems.com,FALSE
718,DHR HOLDING INDIA PVT LTD,ARUN.M@LEICA-MICROSYSTEMS.COM,FALSE
719,DHR HOLDING INDIA PVT LTD,S.PREMALATHA@LEICA-MICROSYSTEMS.COM,FALSE
720,DHR HOLDING INDIA PVT LTD,SONIKA.JAIN@LEICA-MICROSYSTEMS.COM,FALSE
721,DHR HOLDING INDIA PVT LTD,PRAKASH.RAMASWAMY@LEICA-MICROSYSTEMS.COM,FALSE
722,DHR HOLDING INDIA PVT LTD,contact.india@leica-microsystems.com,TRUE
723,DHR HOLDING INDIA PVT LTD,India.cs@sciex.com,TRUE
